cohort,case_id,arm,gate_variant,added_occurrences,removed_occurrences,added_correct_occurrences,removed_correct_occurrences
natural,environment-0cc2a07302ce,diagnosis,no_relation,0,0,0,0
natural,environment-0cc2a07302ce,diagnosis,no_support,0,0,0,0
natural,environment-0cc2a07302ce,diagnosis,no_cardinality,0,0,0,0
natural,environment-0cc2a07302ce,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-0cc2a07302ce,diagnosis,raw,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,full,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,no_duplicate,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,no_head,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,no_relation,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,no_support,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,no_cardinality,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,finance-181bbc50a53b,shacl_context,raw,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,full,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,no_duplicate,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,no_head,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,no_relation,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,no_support,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,no_cardinality,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,environment-269d6428ec21,diagnosis,raw,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,full,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,no_duplicate,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,no_head,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,no_relation,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,no_support,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,no_cardinality,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-48ea238a01c0,diagnosis,raw,0,0,0,0
controlled,government-267561303433,diagnosis,full,0,0,0,0
controlled,government-267561303433,diagnosis,no_duplicate,0,0,0,0
controlled,government-267561303433,diagnosis,no_head,0,0,0,0
controlled,government-267561303433,diagnosis,no_relation,0,0,0,0
controlled,government-267561303433,diagnosis,no_support,0,0,0,0
controlled,government-267561303433,diagnosis,no_cardinality,0,0,0,0
controlled,government-267561303433,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,government-267561303433,diagnosis,raw,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,full,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,no_duplicate,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,no_head,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,no_relation,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,no_support,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,no_cardinality,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-10a48db0d2e7,shacl_context,raw,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,full,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,no_duplicate,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,no_head,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,no_relation,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,no_support,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,no_cardinality,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-3e0d22d382e3,shacl_context,raw,0,0,0,0
controlled,environment-320f5d37ee44,base,full,0,0,0,0
controlled,environment-320f5d37ee44,base,no_duplicate,0,0,0,0
controlled,environment-320f5d37ee44,base,no_head,0,0,0,0
controlled,environment-320f5d37ee44,base,no_relation,0,0,0,0
controlled,environment-320f5d37ee44,base,no_support,0,0,0,0
controlled,environment-320f5d37ee44,base,no_cardinality,0,0,0,0
controlled,environment-320f5d37ee44,base,no_duplicate_cardinality,0,0,0,0
controlled,environment-320f5d37ee44,base,raw,0,0,0,0
controlled,finance-37536b6f83b2,base,full,0,0,0,0
controlled,finance-37536b6f83b2,base,no_duplicate,0,0,0,0
controlled,finance-37536b6f83b2,base,no_head,0,0,0,0
controlled,finance-37536b6f83b2,base,no_relation,0,0,0,0
controlled,finance-37536b6f83b2,base,no_support,0,0,0,0
controlled,finance-37536b6f83b2,base,no_cardinality,0,0,0,0
controlled,finance-37536b6f83b2,base,no_duplicate_cardinality,0,0,0,0
controlled,finance-37536b6f83b2,base,raw,0,0,0,0
natural,finance-0940112f81b2,diagnosis,full,0,0,0,0
natural,finance-0940112f81b2,diagnosis,no_duplicate,0,0,0,0
natural,finance-0940112f81b2,diagnosis,no_head,0,0,0,0
natural,finance-0940112f81b2,diagnosis,no_relation,0,0,0,0
natural,finance-0940112f81b2,diagnosis,no_support,0,0,0,0
natural,finance-0940112f81b2,diagnosis,no_cardinality,0,0,0,0
natural,finance-0940112f81b2,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-0940112f81b2,diagnosis,raw,0,0,0,0
controlled,finance-2c5481123672,shacl_context,full,0,0,0,0
controlled,finance-2c5481123672,shacl_context,no_duplicate,0,0,0,0
controlled,finance-2c5481123672,shacl_context,no_head,0,0,0,0
controlled,finance-2c5481123672,shacl_context,no_relation,0,0,0,0
controlled,finance-2c5481123672,shacl_context,no_support,0,0,0,0
controlled,finance-2c5481123672,shacl_context,no_cardinality,0,0,0,0
controlled,finance-2c5481123672,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-2c5481123672,shacl_context,raw,0,0,0,0
natural,environment-1c5352baae54,base,full,0,0,0,0
natural,environment-1c5352baae54,base,no_duplicate,0,0,0,0
natural,environment-1c5352baae54,base,no_head,0,0,0,0
natural,environment-1c5352baae54,base,no_relation,0,0,0,0
natural,environment-1c5352baae54,base,no_support,0,0,0,0
natural,environment-1c5352baae54,base,no_cardinality,0,0,0,0
natural,environment-1c5352baae54,base,no_duplicate_cardinality,0,0,0,0
natural,environment-1c5352baae54,base,raw,0,0,0,0
natural,finance-0258ae926423,diagnosis,full,0,0,0,0
natural,finance-0258ae926423,diagnosis,no_duplicate,0,0,0,0
natural,finance-0258ae926423,diagnosis,no_head,0,0,0,0
natural,finance-0258ae926423,diagnosis,no_relation,0,0,0,0
natural,finance-0258ae926423,diagnosis,no_support,0,0,0,0
natural,finance-0258ae926423,diagnosis,no_cardinality,0,0,0,0
natural,finance-0258ae926423,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-0258ae926423,diagnosis,raw,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,full,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,no_duplicate,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,no_head,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,no_relation,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,no_support,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,no_cardinality,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-39b9d6db8c9e,shacl_context,raw,0,0,0,0
controlled,finance-47fc6b850968,base,full,0,0,0,0
controlled,finance-47fc6b850968,base,no_duplicate,0,0,0,0
controlled,finance-47fc6b850968,base,no_head,0,0,0,0
controlled,finance-47fc6b850968,base,no_relation,0,0,0,0
controlled,finance-47fc6b850968,base,no_support,0,0,0,0
controlled,finance-47fc6b850968,base,no_cardinality,0,0,0,0
controlled,finance-47fc6b850968,base,no_duplicate_cardinality,0,0,0,0
controlled,finance-47fc6b850968,base,raw,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,full,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,no_duplicate,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,no_head,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,no_relation,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,no_support,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,no_cardinality,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,environment-29ecdbb5e2da,diagnosis,raw,0,0,0,0
natural,environment-4d5c3e883e7b,base,full,0,0,0,0
natural,environment-4d5c3e883e7b,base,no_duplicate,0,0,0,0
natural,environment-4d5c3e883e7b,base,no_head,0,0,0,0
natural,environment-4d5c3e883e7b,base,no_relation,0,0,0,0
natural,environment-4d5c3e883e7b,base,no_support,0,0,0,0
natural,environment-4d5c3e883e7b,base,no_cardinality,0,0,0,0
natural,environment-4d5c3e883e7b,base,no_duplicate_cardinality,0,0,0,0
natural,environment-4d5c3e883e7b,base,raw,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,full,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,no_duplicate,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,no_head,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,no_relation,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,no_support,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,no_cardinality,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,environment-1c5e4f114bd3,shacl_context,raw,0,0,0,0
natural,government-1872a3147127,shacl_context,full,0,0,0,0
natural,government-1872a3147127,shacl_context,no_duplicate,0,0,0,0
natural,government-1872a3147127,shacl_context,no_head,0,0,0,0
natural,government-1872a3147127,shacl_context,no_relation,0,0,0,0
natural,government-1872a3147127,shacl_context,no_support,0,0,0,0
natural,government-1872a3147127,shacl_context,no_cardinality,0,0,0,0
natural,government-1872a3147127,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-1872a3147127,shacl_context,raw,0,0,0,0
natural,government-2259afc0e111,shacl_context,full,0,0,0,0
natural,government-2259afc0e111,shacl_context,no_duplicate,0,0,0,0
natural,government-2259afc0e111,shacl_context,no_head,0,0,0,0
natural,government-2259afc0e111,shacl_context,no_relation,0,0,0,0
natural,government-2259afc0e111,shacl_context,no_support,0,0,0,0
natural,government-2259afc0e111,shacl_context,no_cardinality,0,0,0,0
natural,government-2259afc0e111,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-2259afc0e111,shacl_context,raw,0,0,0,0
natural,government-1d0146f05f63,shacl_context,full,0,0,0,0
natural,government-1d0146f05f63,shacl_context,no_duplicate,0,0,0,0
natural,government-1d0146f05f63,shacl_context,no_head,0,0,0,0
natural,government-1d0146f05f63,shacl_context,no_relation,0,0,0,0
natural,government-1d0146f05f63,shacl_context,no_support,0,0,0,0
natural,government-1d0146f05f63,shacl_context,no_cardinality,0,0,0,0
natural,government-1d0146f05f63,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-1d0146f05f63,shacl_context,raw,0,0,0,0
natural,finance-0940112f81b2,base,full,0,0,0,0
natural,finance-0940112f81b2,base,no_duplicate,0,0,0,0
natural,finance-0940112f81b2,base,no_head,0,0,0,0
natural,finance-0940112f81b2,base,no_relation,0,0,0,0
natural,finance-0940112f81b2,base,no_support,0,0,0,0
natural,finance-0940112f81b2,base,no_cardinality,0,0,0,0
natural,finance-0940112f81b2,base,no_duplicate_cardinality,0,0,0,0
natural,finance-0940112f81b2,base,raw,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,full,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,no_duplicate,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,no_head,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,no_relation,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,no_support,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,no_cardinality,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-1d7bb07a73aa,shacl_context,raw,0,0,0,0
natural,environment-29ecdbb5e2da,base,full,0,0,0,0
natural,environment-29ecdbb5e2da,base,no_duplicate,0,0,0,0
natural,environment-29ecdbb5e2da,base,no_head,0,0,0,0
natural,environment-29ecdbb5e2da,base,no_relation,0,0,0,0
natural,environment-29ecdbb5e2da,base,no_support,0,0,0,0
natural,environment-29ecdbb5e2da,base,no_cardinality,0,0,0,0
natural,environment-29ecdbb5e2da,base,no_duplicate_cardinality,0,0,0,0
natural,environment-29ecdbb5e2da,base,raw,0,0,0,0
natural,government-38d8e7495369,diagnosis,full,0,0,0,0
natural,government-38d8e7495369,diagnosis,no_duplicate,0,0,0,0
natural,government-38d8e7495369,diagnosis,no_head,0,0,0,0
natural,government-38d8e7495369,diagnosis,no_relation,0,0,0,0
natural,government-38d8e7495369,diagnosis,no_support,0,0,0,0
natural,government-38d8e7495369,diagnosis,no_cardinality,0,0,0,0
natural,government-38d8e7495369,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,government-38d8e7495369,diagnosis,raw,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,full,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,no_duplicate,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,no_head,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,no_relation,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,no_support,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,no_cardinality,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,environment-3881a05cffa1,diagnosis,raw,0,0,0,0
natural,environment-08f31c70d080,shacl_context,full,0,0,0,0
natural,environment-08f31c70d080,shacl_context,no_duplicate,0,0,0,0
natural,environment-08f31c70d080,shacl_context,no_head,0,0,0,0
natural,environment-08f31c70d080,shacl_context,no_relation,0,0,0,0
natural,environment-08f31c70d080,shacl_context,no_support,0,0,0,0
natural,environment-08f31c70d080,shacl_context,no_cardinality,0,0,0,0
natural,environment-08f31c70d080,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-08f31c70d080,shacl_context,raw,0,0,0,0
controlled,environment-53794df293b9,base,full,0,0,0,0
controlled,environment-53794df293b9,base,no_duplicate,0,0,0,0
controlled,environment-53794df293b9,base,no_head,0,0,0,0
controlled,environment-53794df293b9,base,no_relation,0,0,0,0
controlled,environment-53794df293b9,base,no_support,0,0,0,0
controlled,environment-53794df293b9,base,no_cardinality,0,0,0,0
controlled,environment-53794df293b9,base,no_duplicate_cardinality,0,0,0,0
controlled,environment-53794df293b9,base,raw,0,0,0,0
natural,government-28de1bc53024,base,full,0,0,0,0
natural,government-28de1bc53024,base,no_duplicate,0,0,0,0
natural,government-28de1bc53024,base,no_head,0,0,0,0
natural,government-28de1bc53024,base,no_relation,0,0,0,0
natural,government-28de1bc53024,base,no_support,0,0,0,0
natural,government-28de1bc53024,base,no_cardinality,0,0,0,0
natural,government-28de1bc53024,base,no_duplicate_cardinality,0,0,0,0
natural,government-28de1bc53024,base,raw,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,full,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,no_duplicate,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,no_head,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,no_relation,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,no_support,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,no_cardinality,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-0c6bdf88582b,diagnosis,raw,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,full,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,no_duplicate,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,no_head,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,no_relation,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,no_support,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,no_cardinality,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,environment-320f5d37ee44,shacl_context,raw,0,0,0,0
controlled,government-2b05bdf976f6,base,full,0,0,0,0
controlled,government-2b05bdf976f6,base,no_duplicate,0,0,0,0
controlled,government-2b05bdf976f6,base,no_head,0,0,0,0
controlled,government-2b05bdf976f6,base,no_relation,0,0,0,0
controlled,government-2b05bdf976f6,base,no_support,0,0,0,0
controlled,government-2b05bdf976f6,base,no_cardinality,0,0,0,0
controlled,government-2b05bdf976f6,base,no_duplicate_cardinality,0,0,0,0
controlled,government-2b05bdf976f6,base,raw,0,0,0,0
natural,finance-0599b493f8df,base,full,0,0,0,0
natural,finance-0599b493f8df,base,no_duplicate,0,0,0,0
natural,finance-0599b493f8df,base,no_head,0,0,0,0
natural,finance-0599b493f8df,base,no_relation,0,0,0,0
natural,finance-0599b493f8df,base,no_support,0,0,0,0
natural,finance-0599b493f8df,base,no_cardinality,0,0,0,0
natural,finance-0599b493f8df,base,no_duplicate_cardinality,0,0,0,0
natural,finance-0599b493f8df,base,raw,0,0,0,0
controlled,government-1b02073ace3b,base,full,0,0,0,0
controlled,government-1b02073ace3b,base,no_duplicate,0,0,0,0
controlled,government-1b02073ace3b,base,no_head,0,0,0,0
controlled,government-1b02073ace3b,base,no_relation,0,0,0,0
controlled,government-1b02073ace3b,base,no_support,0,0,0,0
controlled,government-1b02073ace3b,base,no_cardinality,0,0,0,0
controlled,government-1b02073ace3b,base,no_duplicate_cardinality,0,0,0,0
controlled,government-1b02073ace3b,base,raw,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,full,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,no_duplicate,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,no_head,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,no_relation,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,no_support,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,no_cardinality,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-37536b6f83b2,diagnosis,raw,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,full,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,no_duplicate,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,no_head,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,no_relation,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,no_support,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,no_cardinality,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,government-1d0146f05f63,shacl_context,raw,0,0,0,0
natural,government-123148e99b2a,base,full,0,0,0,0
natural,government-123148e99b2a,base,no_duplicate,0,0,0,0
natural,government-123148e99b2a,base,no_head,0,0,0,0
natural,government-123148e99b2a,base,no_relation,0,0,0,0
natural,government-123148e99b2a,base,no_support,1,0,0,0
natural,government-123148e99b2a,base,no_cardinality,0,0,0,0
natural,government-123148e99b2a,base,no_duplicate_cardinality,0,0,0,0
natural,government-123148e99b2a,base,raw,1,0,0,0
controlled,finance-2f5191a50246,shacl_context,full,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,no_duplicate,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,no_head,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,no_relation,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,no_support,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,no_cardinality,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,finance-2f5191a50246,shacl_context,raw,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,full,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,no_duplicate,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,no_head,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,no_relation,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,no_support,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,no_cardinality,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,environment-2fdd1fa18a3a,diagnosis,raw,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,full,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,no_duplicate,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,no_head,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,no_relation,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,no_support,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,no_cardinality,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,environment-47f0150f2fe7,shacl_context,raw,0,0,0,0
natural,environment-3167138e25d4,base,full,0,0,0,0
natural,environment-3167138e25d4,base,no_duplicate,0,0,0,0
natural,environment-3167138e25d4,base,no_head,0,0,0,0
natural,environment-3167138e25d4,base,no_relation,0,0,0,0
natural,environment-3167138e25d4,base,no_support,0,0,0,0
natural,environment-3167138e25d4,base,no_cardinality,0,0,0,0
natural,environment-3167138e25d4,base,no_duplicate_cardinality,0,0,0,0
natural,environment-3167138e25d4,base,raw,0,0,0,0
controlled,finance-396b0d02c4c1,base,full,0,0,0,0
controlled,finance-396b0d02c4c1,base,no_duplicate,0,0,0,0
controlled,finance-396b0d02c4c1,base,no_head,0,0,0,0
controlled,finance-396b0d02c4c1,base,no_relation,0,0,0,0
controlled,finance-396b0d02c4c1,base,no_support,0,0,0,0
controlled,finance-396b0d02c4c1,base,no_cardinality,0,0,0,0
controlled,finance-396b0d02c4c1,base,no_duplicate_cardinality,0,0,0,0
controlled,finance-396b0d02c4c1,base,raw,0,0,0,0
controlled,government-3973dc6cd196,base,full,0,0,0,0
controlled,government-3973dc6cd196,base,no_duplicate,0,0,0,0
controlled,government-3973dc6cd196,base,no_head,0,0,0,0
controlled,government-3973dc6cd196,base,no_relation,0,0,0,0
controlled,government-3973dc6cd196,base,no_support,0,0,0,0
controlled,government-3973dc6cd196,base,no_cardinality,0,0,0,0
controlled,government-3973dc6cd196,base,no_duplicate_cardinality,0,0,0,0
controlled,government-3973dc6cd196,base,raw,0,0,0,0
natural,environment-53794df293b9,diagnosis,full,0,0,0,0
natural,environment-53794df293b9,diagnosis,no_duplicate,0,0,0,0
natural,environment-53794df293b9,diagnosis,no_head,0,0,0,0
natural,environment-53794df293b9,diagnosis,no_relation,0,0,0,0
natural,environment-53794df293b9,diagnosis,no_support,0,0,0,0
natural,environment-53794df293b9,diagnosis,no_cardinality,0,0,0,0
natural,environment-53794df293b9,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-53794df293b9,diagnosis,raw,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,full,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,no_duplicate,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,no_head,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,no_relation,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,no_support,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,no_cardinality,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,government-2fc4dd65e576,shacl_context,raw,0,0,0,0
natural,finance-47fc6b850968,diagnosis,full,0,0,0,0
natural,finance-47fc6b850968,diagnosis,no_duplicate,0,0,0,0
natural,finance-47fc6b850968,diagnosis,no_head,0,0,0,0
natural,finance-47fc6b850968,diagnosis,no_relation,0,0,0,0
natural,finance-47fc6b850968,diagnosis,no_support,0,0,0,0
natural,finance-47fc6b850968,diagnosis,no_cardinality,0,0,0,0
natural,finance-47fc6b850968,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,finance-47fc6b850968,diagnosis,raw,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,full,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,no_duplicate,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,no_head,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,no_relation,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,no_support,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,no_cardinality,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,environment-08f31c70d080,diagnosis,raw,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,full,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,no_duplicate,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,no_head,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,no_relation,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,no_support,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,no_cardinality,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,no_duplicate_cardinality,0,0,0,0
natural,government-2b05bdf976f6,shacl_context,raw,0,0,0,0
natural,environment-08f31c70d080,diagnosis,full,0,0,0,0
natural,environment-08f31c70d080,diagnosis,no_duplicate,0,0,0,0
natural,environment-08f31c70d080,diagnosis,no_head,0,0,0,0
natural,environment-08f31c70d080,diagnosis,no_relation,0,0,0,0
natural,environment-08f31c70d080,diagnosis,no_support,0,0,0,0
natural,environment-08f31c70d080,diagnosis,no_cardinality,0,0,0,0
natural,environment-08f31c70d080,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-08f31c70d080,diagnosis,raw,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,full,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,no_duplicate,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,no_head,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,no_relation,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,no_support,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,no_cardinality,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,no_duplicate_cardinality,0,0,0,0
controlled,finance-1d7bb07a73aa,diagnosis,raw,0,0,0,0
controlled,government-27ceaef34223,shacl_context,full,0,0,0,0
controlled,government-27ceaef34223,shacl_context,no_duplicate,0,0,0,0
controlled,government-27ceaef34223,shacl_context,no_head,0,0,0,0
controlled,government-27ceaef34223,shacl_context,no_relation,0,0,0,0
controlled,government-27ceaef34223,shacl_context,no_support,0,0,0,0
controlled,government-27ceaef34223,shacl_context,no_cardinality,0,0,0,0
controlled,government-27ceaef34223,shacl_context,no_duplicate_cardinality,0,0,0,0
controlled,government-27ceaef34223,shacl_context,raw,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,full,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,no_duplicate,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,no_head,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,no_relation,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,no_support,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,no_cardinality,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,no_duplicate_cardinality,0,0,0,0
natural,environment-47f0150f2fe7,diagnosis,raw,0,0,0,0
controlled,environment-114d47ef5968,diagnosis,full,0,0,0,0
controlled,environment-114d47ef5968,diagnosis,no_duplicate,0,0,0,0
controlled,environment-114d47ef5968,diagnosis,no_head,0,0,0,0
controlled,environment-114d47ef5968,diagnosis,no_relation,0,0,0,0
